start2024-03-08 12:28:16,071 - INFO - looking for the filepath
2024-03-18 17:28:53,920 - INFO - Uploaded filepath: uploads\sipoc_table-Uni_7a6de215.csv
2024-03-18 17:28:53,952 - INFO - output_presentation is saved successfully.
2024-03-18 17:28:53,955 - INFO - output_presentation path: uploads\sipoc_table-Uni_7a6de215_decision-bubbles.pptx
2024-03-18 22:03:08,845 - INFO - looking for the filepath
2024-03-18 22:03:08,853 - INFO - Filename without extension: uploads\sipoc_table-Uni_b18a953c
2024-03-18 22:03:08,853 - INFO - Uploaded filepath: uploads\sipoc_table-Uni_b18a953c.csv
2024-03-18 22:03:08,957 - INFO - output_presentation is saved successfully.
2024-03-18 22:03:08,959 - INFO - output_presentation path: uploads\sipoc_table-Uni_b18a953c_decision-bubbles.pptx
2024-03-18 22:06:00,519 - INFO - looking for the filepath
2024-03-18 22:06:00,519 - INFO - Filename without extension: uploads\sipoc_table-Uni_cc18531a
2024-03-18 22:06:00,524 - INFO - Uploaded filepath: uploads\sipoc_table-Uni_cc18531a.csv
2024-03-18 22:06:00,556 - INFO - output_presentation is saved successfully.
2024-03-18 22:06:00,556 - INFO - output_presentation path: uploads\sipoc_table-Uni_cc18531a_decision-bubbles.pptx
2024-03-26 11:48:57,650 - INFO - looking for the filepath
2024-03-26 11:48:57,654 - INFO - Filename without extension: uploads\make car_d9dd89f3
2024-03-26 11:48:57,655 - INFO - Uploaded filepath: uploads\make car_d9dd89f3.csv
2024-03-26 11:48:57,681 - INFO - output_presentation is saved successfully.
2024-03-26 11:48:57,682 - INFO - output_presentation path: uploads\make car_d9dd89f3_decision-bubbles.pptx
2024-03-26 12:16:27,252 - INFO - looking for the filepath
2024-03-26 12:16:27,253 - INFO - Filename without extension: uploads\make car_f8f7ea94
2024-03-26 12:16:27,253 - INFO - Uploaded filepath: uploads\make car_f8f7ea94.csv
2024-03-26 12:16:27,285 - INFO - output_presentation is saved successfully.
2024-03-26 12:16:27,286 - INFO - output_presentation path: uploads\make car_f8f7ea94_decision-bubbles.pptx
2024-03-26 12:32:16,980 - INFO - looking for the filepath
2024-03-26 12:32:16,981 - INFO - Filename without extension: uploads\make car_f28aebac
2024-03-26 12:32:16,981 - INFO - Uploaded filepath: uploads\make car_f28aebac.csv
2024-03-26 12:32:17,028 - INFO - output_presentation is saved successfully.
2024-03-26 12:32:17,028 - INFO - output_presentation path: uploads\make car_f28aebac_decision-bubbles.pptx
2024-03-26 12:37:29,095 - INFO - looking for the filepath
2024-03-26 12:37:29,095 - INFO - Filename without extension: uploads\make car_f0c55431
2024-03-26 12:37:29,095 - INFO - Uploaded filepath: uploads\make car_f0c55431.csv
2024-03-26 12:37:29,127 - INFO - output_presentation is saved successfully.
2024-03-26 12:37:29,127 - INFO - output_presentation path: uploads\make car_f0c55431_decision-bubbles.pptx
2024-03-26 13:02:36,503 - INFO - looking for the filepath
2024-03-26 13:02:36,505 - INFO - Filename without extension: uploads\make car_ac1c22dd
2024-03-26 13:02:36,506 - INFO - Uploaded filepath: uploads\make car_ac1c22dd.csv
2024-03-26 13:02:36,574 - INFO - output_presentation is saved successfully.
2024-03-26 13:02:36,574 - INFO - output_presentation path: uploads\make car_ac1c22dd_decision-bubbles.pptx
2024-03-26 13:07:09,997 - INFO - looking for the filepath
2024-03-26 13:07:09,997 - INFO - Filename without extension: uploads\make car_169f546b
2024-03-26 13:07:09,998 - INFO - Uploaded filepath: uploads\make car_169f546b.csv
2024-03-26 13:07:10,046 - INFO - output_presentation is saved successfully.
2024-03-26 13:07:10,047 - INFO - output_presentation path: uploads\make car_169f546b_decision-bubbles.pptx
2024-03-26 13:11:05,654 - INFO - looking for the filepath
2024-03-26 13:11:05,656 - INFO - Filename without extension: uploads\make car_5dd04182
2024-03-26 13:11:05,656 - INFO - Uploaded filepath: uploads\make car_5dd04182.csv
2024-03-26 13:11:05,723 - INFO - output_presentation is saved successfully.
2024-03-26 13:11:05,723 - INFO - output_presentation path: uploads\make car_5dd04182_decision-bubbles.pptx
2024-03-26 13:19:22,084 - INFO - looking for the filepath
2024-03-26 13:19:22,085 - INFO - Filename without extension: uploads\make car_d27a592c
2024-03-26 13:19:22,085 - INFO - Uploaded filepath: uploads\make car_d27a592c.csv
2024-03-26 13:19:22,125 - INFO - output_presentation is saved successfully.
2024-03-26 13:19:22,125 - INFO - output_presentation path: uploads\make car_d27a592c_decision-bubbles.pptx
2024-03-26 13:54:48,080 - INFO - looking for the filepath
2024-03-26 13:54:48,080 - INFO - Filename without extension: uploads\make car_27ab729b
2024-03-26 13:54:48,081 - INFO - Uploaded filepath: uploads\make car_27ab729b.csv
2024-03-26 13:54:48,124 - INFO - output_presentation is saved successfully.
2024-03-26 13:54:48,126 - INFO - output_presentation path: uploads\make car_27ab729b_decision-bubbles.pptx
2024-03-27 15:58:58,102 - INFO - looking for the filepath
2024-03-27 15:58:58,120 - INFO - Filename without extension: uploads\input_a4d0a487
2024-03-27 15:58:58,120 - INFO - Uploaded filepath: uploads\input_a4d0a487.csv
2024-03-27 15:58:58,196 - INFO - output_presentation is saved successfully.
2024-03-27 15:58:58,198 - INFO - output_presentation path: uploads\input_a4d0a487_decision-bubbles.pptx
2024-03-27 16:15:35,937 - INFO - looking for the filepath
2024-03-27 16:15:35,939 - INFO - Filename without extension: uploads\input_4f2fb453
2024-03-27 16:15:35,939 - INFO - Uploaded filepath: uploads\input_4f2fb453.csv
2024-03-27 16:15:35,990 - INFO - output_presentation is saved successfully.
2024-03-27 16:15:35,990 - INFO - output_presentation path: uploads\input_4f2fb453_decision-bubbles.pptx
2024-03-27 16:48:12,961 - INFO - looking for the filepath
2024-03-27 16:48:12,961 - INFO - Filename without extension: input
2024-03-27 16:48:12,961 - INFO - Uploaded filepath: input.csv
2024-03-27 16:48:13,009 - INFO - output_presentation is saved successfully.
2024-03-27 16:48:13,009 - INFO - output_presentation path: input_decision-bubbles.pptx
2024-03-27 17:47:33,263 - INFO - looking for the filepath
2024-03-27 17:47:33,270 - INFO - Filename without extension: input
2024-03-27 17:47:33,270 - INFO - Uploaded filepath: input.csv
2024-03-27 17:47:33,306 - INFO - output_presentation is saved successfully.
2024-03-27 17:47:33,306 - INFO - output_presentation path: input_decision-bubbles.pptx
2024-03-27 17:52:59,054 - INFO - looking for the filepath
2024-03-27 17:52:59,054 - INFO - Filename without extension: input
2024-03-27 17:52:59,054 - INFO - Uploaded filepath: input.csv
2024-03-27 17:52:59,086 - INFO - output_presentation is saved successfully.
2024-03-27 17:52:59,086 - INFO - output_presentation path: input_decision-bubbles.pptx
